coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
Milepost Colombia Finca La Arenosa,Red Rooster Coffee Roaster,"Floyd, Virginia","Nariño Department, southern Colombia.",Light,65/85,$17.00/12 ounces,June 2015,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Rich, sweetly tart. Star fruit, almond, caramel, hints of dark chocolate and narcissus-like flowers in aroma and cup. Roundly tart acidity; lightly syrupy mouthfeel. Fruit, chocolate and floral hints carry into a quietly resonant finish.","Notes: Produced exclusively from trees of the respected Caturra variety of Arabica by farmer Olvey Narvaez at Finca La Arenosa. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","Who Should Drink It: Those who enjoy tart, dry beverages with engaging complexity."
FTO Congo Sopacdi Cooperative,Red Rooster Coffee Roaster,"Floyd, Virginia","Kalehe, Southern Kivu, Democratic Republic of the Congo.",Light,62/88,$13.49/12 ounces,June 2015,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Very sweet, delicately pungent. Red currant, spicy rose, fresh-cut cedar, vanilla in aroma and cup. Lightly bright, gently lively acidity; satiny mouthfeel. The spicy rose and red currant carry into a crisply sweet-toned finish.","Notes: This exceptional coffee was selected as the #30 coffee on Coffee Review’s list of the Top 30 Coffees of 2015.  The Democratic Republic of the Congo has very recently established itself as a source of specialty coffee with the development of cooperatives like Sopacdi. Located overlooking Lake Kivu, on the opposite side of the lake from Rwanda, this rapidly growing cooperative now has 5,600 members and apparently is succeeding its goal to help heal the wounds left by the latest in eastern Congo’s seemingly endless string of horrific rebellions and civil wars. This coffee is certified organically grown and Fair Trade, meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","Who Should Drink It: Those who enjoy a spicy, delicate floral character in a nicely balanced organic/Fair-Trade coffee."
Papua New Guinea Mile High,Wild Goose Coffee Roasters,"Redlands, California","Kainantu district, Eastern Highlands Province, Papua New Guinea.",Medium-Light,58/72,$16.50/12 ounces,June 2015,91,Aroma:,8,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,7,"Blind Assessment: Quietly and smoothly pungent. Peach, roasted cacao nib, lily, walnut in aroma and cup. Round, vibrant acidity; satiny mouthfeel. Flavor simplifies a bit in an otherwise sweet, pleasantly resonant finish.","Notes: Produced by Arokara, a large cooperative of small-holding village farmers in the Eastern Highlands of Papua New Guinea near the town of Kainantu. “Mile High” is the name given to the A-grade offering from this co-op. Wild Goose is an artisan roaster in the southern California town of Redlands striving for “World class coffee with a worldwide conscience.” Wild Goose emphasizes its relationship-driven green coffee sourcing, and for every pound of coffee sold it purchases ten pounds of food for a local food bank, with over 750,000 pounds donated to date. Visit www.wildgoosecoffee.com for more information.","Who Should Drink It: A coffee that invites adjectives like smooth, svelte, supple. Peachy sweetness, crisp cacao."
Colombia Special Process Microlot 511 “Memory Orchard” Espresso,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan",Colombia,Medium,47/56,"NT $2,000/16 ounces",May 2015,94,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Sweet, deep, balanced. Dark chocolate, grapefruit, fresh-cut cedar, crisp flowers – lavender, freesia – in aroma and small cup. Heavy, syrupy, almost chewy mouthfeel; dark chocolate and cedar in a rich though drying finish. Strong presence in three parts milk: dark chocolate, cedar, flowers, anise. ","Notes: In addition to his retail roasting operation Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purposed-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","Who Should Drink It: A classic espresso on steroids: big, syrupy, complex."
Costa Rica “The Wind Bell” Espresso,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan",Costa Rica,Medium-Dark,44/57,"NT $1,100/16 ounces",May 2015,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Sweetly tart, chocolaty. Black cherry, apricot, dark chocolate, narcissus and lily, hints of spice in aroma and small cup. Light, satiny mouthfeel; tartly fruit- and spice-toned finish. A pleasing, lively, fruit-nuanced chocolate dominates in three parts milk.","Notes: In addition to his retail roasting operation Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purposed-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","Who Should Drink It: A deeply expressed dark chocolate anchors complex floral, fruit and spice notes: complex and invigorating."
Colombia Special Process Microlot 504 “Higher and Higher” Espresso,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan",Colombia,Medium,46/56,"NT $2,000/16 ounces",May 2015,92,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,8,"Blind Assessment: Evaluated as espresso. Tart, rich, complex. Dark chocolate, blood orange, sandalwood, narcissus-like flowers in aroma and small cup. Lightly syrupy mouthfeel; sandalwood, citrus and flowers carry into a dry but resonant finish. Softens yet retains its tart richness in three parts milk.","Notes: In addition to his retail roasting operation Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purposed-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","Who Should Drink It: Those who enjoy a tartly bright, yet deeply resonant and complex espresso."
Rwanda Coproca,Wild Goose Coffee Roasters,"Redlands, California","Nyamasheke District, Rwanda.",Medium-Light,55/72,$18.50/12 ounces,May 2015,93,Aroma:,9,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Pungent, juicy, sweet. Oak, black cherry, molasses, musky rose in aroma and cup. Brisk, sweetly tart, floral-toned acidity; plump, syrupy mouthfeel. Black cherry and musk in particular saturate a richly drying, resonant finish.","Notes: Rwanda’s potential as fine coffee producer has only come to fruition over the past several years owing to generous support from international aid agencies, the specialty coffee community and the industry of its growers. This Rwanda was produced entirely from local cultivars of the heirloom Bourbon variety. Wild Goose is an artisan roaster in the southern California town of Redlands striving for “World class coffee with a worldwide conscience.” Wild Goose emphasizes its relationship-driven green coffee sourcing, and for every pound of coffee sold it purchases ten pounds of food for a local food bank, with over 750,000 pounds donated to date. Visit www.wildgoosecoffee.com for more information.","Who Should Drink It: Those who enjoy red table wines with lots of both fruit and oak may particularly enjoy this plump, juicy but brisk Rwanda."
Costa Rica Sonora Bourbon Natural,Temple Coffee and Tea,"Sacramento, California","Central Valley, Costa Rica.",Light,68/92,$19.00/12 ounces,May 2015,94,Aroma:,9,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Brisk yet juicy; complex. Honey, hazelnut, roasted cacao nib, peach, wisteria-like flowers in aroma and cup. Crisp, balanced acidity; lightly smooth, satiny mouthfeel. Peach, honey and cacao nib in particular carry into a flavor-saturated finish. ","Notes: This is an unusually refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. It was produced at Sonora Estate exclusively from trees of the admired heirloom Bourbon variety. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","Who Should Drink It: Simply a fine, balanced, complete cup, as absolutely poised and pure as dried-in-the-fruit coffees get. The honey and peach notes are particularly appealing."
Ethiopia Kochere,BeanFruit Coffee Co.,"Jackson, Mississippi","Yirgacheffe growing region, southern Ethiopia.",Light,62/84,$14.75/12 ounces,May 2015,93,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicate but deep. Sweet lemon drop, complex flowers (lavender, rose) almond, peach in aroma and cup. Rich, sweetly tart acidity; full, velvety mouthfeel. Lemon, peach and almond in particular carry into a richly drying though flavor-saturated finish.","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. The Bean Fruit motto is a quotation from Galatians 5:22-23: “But the fruit of the Spirit is love, joy, peace, long suffering, gentleness, goodness, faith, meekness, temperance: against such there is no law.” Visit www.beanfruit.com or call 601-624-2605 for more information.",Who Should Drink It: An unusually (and impressively) rich and resonant version of the floral and sweet-citrus Yirgacheffe wet-processed profile.
Nicaragua La Florencia,Temple Coffee and Tea,"Sacramento, California","Ocatal, Nueva Segovia, northern Nicaragua.",Light,68/91,$17.00/12 ounces,May 2015,93,Aroma:,9,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Rich, intricate. Roasted cacao nib, tangelo, black cherry, narcissus-like flowers in aroma and cup. Round, deep acidity; plush, syrupy mouthfeel. Flavor consolidates around the tangelo and cherry in a slightly drying though quite resonant finish.","Notes: This is an unusually refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. It is from a mill established by Costa Rica coffee innovator Grace Mena. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","Who Should Drink It: Anyone who enjoys depth, full mouthfeel and quiet complexity. Aficionados may be particularly interested in sampling a fine, tactfully light-roasted example of a dried-in-the-fruit coffee from Nicaragua, an origin that until now has never produced a high-end version of the type."
Panama Los Lajones,Temple Coffee and Tea,"Sacramento, California","Eastern slopes of Volcan Baru, western Panama.",Light,64/89,$20.00/12 ounces,May 2015,91,Aroma:,8,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweet, balanced. Peach, rye whisky, redwood, brown sugar in aroma and cup. Gently crisp acidity; very lightly syrupy mouthfeel. Peach and redwood in particular carry into a sweet though drying finish. ","Notes: This is a refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Owned and developed by Graciano Cruz, Los Lajones was the first organic-certified farm in Panama and is operated with genuine sensitivity to its highland cloud forest environment. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Who Should Drink It: Those who prefer gentle acidity and a roundly sweet-toned cup with quietly original aromatics and an impressive ecological back story.
The Secret Coffee,Comestible Master Company,"Taichung, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Light,66/99,NTD $600/227 grams,May 2015,94,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Exhilaratingly bright without sharpness; juicy. Mango, pineapple, roasted cacao nib, honeysuckle-like flowers in aroma and small cup. Lively, effervescent mouthfeel. The pineapple fruit softens and the cacao nib deepens toward chocolate in a long, very sweet finish. In three parts milk the tropical fruit notes turn almost buttery: think ripe papaya.","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Comestibles Master Co. operates and franchises a chain of cafe and bakery shops in Taiwan, China, California, and Australia. It specializes in coffee, tea, cakes, snacks, and breads. The company was founded in 2004 and is based in Taichung, Taiwan. Visit www.thesecretcake.com.tw or call + 008860436091465 Ext 828 for more information.","Who Should Drink It: The fruit notes remain extraordinarily sweet and juicy in this very light-roasted espresso, offering brightness and vivacity without sharpness."
Butler Café Family Series: Yirgacheffe Natural Process,Comestible Master Company,"Taichung, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Light,68/89,NTD $800/227 grams,May 2015,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Wide-ranging complexity. Strawberry, cedar, walnut, dark chocolate, narcissus-like flowers in aroma and small cup. Slight savory suggestion. Big, syrupy mouthfeel; sweet floral notes carry into a sweetly and richly pungent finish. Narcissus, chocolate and cedar all move persuasively into three parts milk.","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Comestibles Master Co. operates and franchises a chain of cafe and bakery shops in Taiwan, China, California, and Australia. It specializes in coffee, tea, cakes, snacks, and breads. The company was founded in 2004 and is based in Taichung, Taiwan. Visit www.85cafe.us or call +886-8-0078-3168 for more information.","Who Should Drink It: Big, syrupy espresso with powerful presence and a wide range of sensory expression, from floral sweetness through bright strawberry to resonantly savory suggestions of nut and aromatic wood."
Panama Lerida,Wild Goose Coffee Roasters,"Redlands, California","Boquete growing region, Chiriqui Province, western Panama.",Light,63/88,$17.75/12 ounces,May 2015,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly and gently floral. Honey, jasmine, lemon drop, fresh-cut fir in aroma and cup. Sweetly tart, quietly lively acidity; light, silky mouthfeel. Flavor consolidates but saturates a very lightly drying, flower-toned finish.","Notes: From the celebrated Panama farm Finca Lerida. Wild Goose is an artisan roaster in the southern California town of Redlands striving for “World class coffee with a worldwide conscience.” Wild Goose emphasizes its relationship-driven green coffee sourcing, and for every pound of coffee sold it purchases ten pounds of food for a local food bank, with over 750,000 pounds donated to date. Visit www.wildgoosecoffee.com for more information.","Who Should Drink It: Those who enjoy delicately pure, gently bright, quietly complex coffees in the classic Panama style."
Yirgacheffe Concerto Aramo,Bartok Coffee,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia.",Light,60/88,NTD $1000/16 ounces,May 2015,93,Aroma:,8,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly and delicately bright. Honey, lilac, lavender, roasted cacao nib, a hint of lemon zest in aroma and cup. Crisp yet juicy, floral-toned acidity; satiny mouthfeel. Honey, flowers and cacao nib linger in a long, gentle finish.","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Joe Hung writes the following about Bartok Coffee: “If you like music like coffee, we will create a good time for you, through direct trade and local coffee roaster, let each coffee-loving, modest prices to enjoy unparalleled taste, please visit www.bartok.com.tw.”","Who Should Drink It: Those who enjoy the subtle exhilaration of a pure, lighter-roast Yirgacheffe: honey, flowers, nut-toned chocolate."
Panama Finca Hartmann,Temple Coffee and Tea,"Sacramento, California","Santa Clara, Panama.",Light,63/81,$17.50/12 ounces,May 2015,95,Aroma:,10,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Monumental yet elegant. Explosive aromatics: Papaya and orange, baker’s chocolate, sweet layered flowers (lilac, honeysuckle), pungent hints of juniper and myrrh carry intact into the cup. Brisk but juicy acidity; full, syrupy mouthfeel. A dry chocolate hint in particular carries into a deep, long finish.","Notes: Finca Hartmann was founded in 1940 by Ratibor Hartmann and continues to be operated by members of the Hartmann family, having maintained its distinction for nearly eighty years. This is an unusually refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","Who Should Drink It: Spectacular array of aroma and flavor notes, shifting with little revelations clear to the bottom of the cup."
