coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
Flower Queens of Africa Blend,Green Stone Coffee,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/76,NT $300/100 grams,November 2020,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly fruit- and floral-toned. Blueberry, gardenia, dark chocolate, orange zest, a hint of thyme in aroma and cup. Sweet-savory with gently fruity acidity; full, satiny-smooth mouthfeel.The finish consolidates to notes of blueberry and dark chocolate with undertones of thyme.","Notes: A blend of coffees from Ethiopia's Guji growing region, which is nestled next to the better-known Yirgacheffe and Sidamo and shares their devotion to the distinctive, largely indigenous varieties of Arabica long grown in these regions. This is a “natural” or dry-processed version (dried in the whole fruit). Green Stone Coffee is a woman-owned artisan roastery in Taipei, Taiwan founded in 2016 and specializing in sourcing distinctive coffees that express their individual terroirs. Visit www.greenstone-coffee.com.tw/en/info.html for more information.","The Bottom Line: An easygoing, cleanly fruit-forward natural-processed cup with big floral notes and delicate citrus and herb suggestions."
Umoja Organic Red Bourbon,Equiano Coffee,"Eugene, Oregon","South Kivu Province, Democratic Republic of the Congo",Light,64/80,$24.00/16 ounces,November 2020,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Balanced, deeply sweet with savory undertones. Caramel, red apple, baking chocolate, grapefruit zest, freesia-like flowers in aroma and cup. Sweetly savory structure with crisp, lively acidity; lightly syrupy mouthfeel. The finish centers around notes of caramel and freesia with a lasting hint of grapefruit zest.","Notes: Certified organic. Produced at Umoja Farm entirely from the Red Bourbon variety of Arabica and processed by the washed method. Equiano Coffee was founded in 2013 by the Udosenata family. For more information, visit www.equianocoffee.com.","The Bottom Line: A solid DR Congo cup, balanced, engaging, pleasantly reminiscent of eating a candy apple."
Ethiopia Guji Chembi,Vennel Coffee,"Keelung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $450/227 grams,November 2020,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Richly sweet, chocolaty and fruit-toned. Mango, dark chocolate, sandalwood, maple syrup, rhododendron-like flowers in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with mango and dark chocolate suggestions. ","Notes: Guji is nestled next to the better-known Yirgacheffe and Sidamo growing regions; it shares their devotion to the distinctive, largely indigenous varieties of Arabica long grown in these regions. This is a “natural” or dry-processed version (dried in the whole fruit). Vennel Coffee is a Taiwan-based specialty coffee roaster. For more information, visit www.vennelcoffee.com.tw.

 ",The Bottom Line: A beautifully composed natural-processed Ethiopia cup centered around clean tropical fruit tones supported by rich chocolate and deep vanilla-like florals.
Kenya Nyeri,Peacock Coffee Roaster,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,57/77,NT $450/225 grams,November 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: High-toned, richly sweet-tart. Black currant, hibiscus flower, fresh-cut cedar, roasted cocoa nib, tamarind in aroma and cup. Richly sweet-tart structure with resonant, lively acidity; very syrupy mouthfeel. The pleasing finish leads with black currant and hibiscus flower in the short, rounding to cocoa nib and cedar in the long.","Notes: Peacock Coffee Roaster is a specialty coffee roaster in Taipei, Taiwan. Visit https://www.facebook.com/Peacock.Coffee.Roaster for more information.","The Bottom Line: A classic, deftly balanced Kenya coffee — vibrant, harmoniously sweet-tart, deep-toned."
Kona Red Bourbon Anaerobic Washed Uluwehi Farm,Paradise Roasters,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,58/74,$29.95/4 ounces,November 2020,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.","Notes: Produced by Kraig Lee, who manages Uluwehi Farm, entirely of the admired Red Bourbon variety of Arabica and processed by the washed anaerobic method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","The Bottom Line: A lyrically composed, intricately balanced, multi-layered Red Bourbon from Kona that rewards drinkers at every level of engagement."
Wush Wush,Red Rooster Coffee Roaster,"Floyd, Virginia","Sidama growing region, southern Ethiopia",Light,60/82,$20.99/12 ounces,November 2020,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Delicately and richly aromatic; complex, multi-layered. Plum blossom, guava, cocoa nib, narcissus, lemon verbena in aroma and cup. Sweetly tart with bright, juicy acidity; lush, silky mouthfeel. Flavor-laden finish, cocoa- and floral-driven.","Notes: Produced by smallholding farmers from the admired Wush Wush variety and processed by the fully washed method at Dinkalem Ademe’s washing station. Imported by Catalyst Trade. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","The Bottom Line: An elegant, silky, deeply aromatic Ethiopia coffee of the rare Wush Wush variety — would make a great gift for any lover of coffee esoterica."
Kona Lactic Natural Black Rock Farm,Paradise Roasters,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,59/73,$24.95/4 ounces,November 2020,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly tart, deeply savory. Baking spices, caramel, goat milk yogurt, baking chocolate, violet in aroma and cup. Sweet-savory structure with pert acidity; viscous, creamy mouthfeel. A delicate finish consolidates to baking spices with goat milk undertones.","Notes: Produced at Black Rock Farms entirely of the Typica variety of Arabica and processed by a fermented natural method using a species of lactic acid-producing yeast. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","The Bottom Line: A coffee fermented using a yeast strain aimed at developing lactic acid rather than fruit alcohol notes, producing a cup that is impressively complete yet unorthodox, ideal for the coffee adventurer or a palate looking for a recharge."
Ka’u Yellow Caturra Anaerobic Natural,Paradise Roasters,"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,58/77,$24.95/12 ounces,November 2020,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicately fruit-forward, richly sweet. Strawberry, raspberry coulis, nougat, elm, maple syrup in aroma and cup. Sweet-tart structure with bright, lively acidity; crisp, satiny mouthfeel. The quiet finish leads with notes of strawberry and nougat.","Notes: Produced at Miranda Farms entirely of the Yellow Caturra variety of Arabica and processed by the natural anaerobic method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","The Bottom Line: A berry-centered cup, dessert-like in its sweetness, suggesting strawberry shortcake or raspberry trifle."
Organic Red Honey Ramirez Estate Microlot,Cafe Kreyol,"Manassas, Virginia","Jarabacoa, Dominican Republic",Medium,52/68,$12.99/12 ounces,November 2020,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisp, gently fruit-toned. Raspberry jam, baking chocolate, magnolia, almond, cedar in aroma and cup. Sweet structure with round acidity; velvety-smooth mouthfeel. Quiet, chocolaty and nut-driven finish.","Notes: This exceptional coffee was selected as the No. 22 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Certified organic. Produced by Eddy Ramirez at Ramirez Estate and processed by the red honey method, meaning that some fruit flesh or “honey” was allowed to adhere to the beans during drying. Café Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.",The Bottom Line: A delicate red-honey processed coffee from the Dominican Republic — a percentage of sales is allocated by the farm to improve education in the farm’s region.
Coffea Diversa Yellow Dalle Honey,Paradise Roasters,"Minneapolis, Minnesota","Suchitan, Guatemala",Light,64/82,$19.95/4 ounces,November 2020,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicately and sweetly herbaceous. Lemon verbena, tangerine zest, cocoa nib, magnolia, oak in aroma and cup. Crisply sweet with gently savory undertones; silky mouthfeel. The finish consolidates to notes of lemon verbena and oak with hints of magnolia-like florals. ","Notes: Produced by Gonzalo Hernandez and Jose Padilla at Coffea Diversa farm entirely of the Yellow Dalle variety of Arabica and processed by the honey method, in which some fruit flesh is left on the beans during the drying process. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","The Bottom Line: A sweet-toned, citrusy-herbaceous cup from a rare tree variety most of us haven’t ever heard of, much less tasted."
Honey Typica Anaerobic,Hala Tree Kona Coffee,"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/74,$75.00/16 ounces,November 2020,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Complex, richly tart, with compelling savory undertones. Dark chocolate, pomegranate yogurt, almond brittle, sandalwood, freesia-like flowers in aroma and cup. Balanced structure with juicy, citrusy acidity; very full, syrupy mouthfeel. The flavor-laden finish carries over all the notes from the cup, dark chocolate and pomegranate in particular.","Notes: This exceptional coffee was selected as the No. 15 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. Produced at Hala Tree farm entirely of the Typica variety of Arabica and processed by the honey anaerobic method. Hala Tree Coffee is a family-owned coffee farm in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The 100% Kona Coffee produced on this USDA organic-certified property is processed and roasted on site to ensure quality. For more information, visit www.halatreecoffee.com.","The Bottom Line: An enigmatic, uniquely structured Kona Typica cup, processed experimentally to amplify tangy fruit and spice-toned floral notes supported by a compelling savory depth."
Geisha,Hala Tree Kona Coffee,"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,55/71,$33.00/8 ounces,November 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicately rich, floral- and cocoa-toned. Baking chocolate, star jasmine, blackberry, lime zest, brown sugar in aroma and cup. Deeply sweet with vibrant, round acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of baking chocolate, jasmine and brown sugar.","Notes: Produced at Hala Tree farm entirely of the celebrated Geisha variety of Arabica and processed by the conventional washed method (fruit skin and pulp are removed before drying). Hala Tree Coffee is a family-owned coffee farm in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The 100% Kona Coffee produced on this USDA organic-certified property is processed and roasted on site to ensure quality. For more information, visit www.halatreecoffee.com.","The Bottom Line: A stately and balanced Kona Geisha cup, paradoxically both deep-toned and delicate, with a particularly lush mouthfeel."
Holiday Blend,Hala Tree Kona Coffee,"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium,50/64,$65.00/16 ounces,November 2020,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.","Notes: Produced at Hala Tree farm as a blend of washed Red Bourbon and natural Typica varieties of Arabica. Hala Tree Coffee is a family-owned coffee farm in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The 100% Kona Coffee produced on this USDA organic-certified property is processed and roasted on site to ensure quality. For more information, visit www.halatreecoffee.com.","The Bottom Line: A 100% Hawaiian blend of both washed and natural-processed coffees that evokes holiday baking with notes of cinnamon and nutmeg, along with dark chocolate, as throughlines."
Natural Typica Anaerobic,Hala Tree Kona Coffee,"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,54/70,$75.00/16 ounces,November 2020,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Spice-toned, fruit-driven. Dried raspberry, cocoa powder, lemon verbena, cedar, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity; full, satiny-smooth mouthfeel. Fruit-toned finish with notes of dried raspberry and cocoa undertones.","Notes: Produced at Hala Tree farm entirely of the Typica variety of Arabica and processed by the natural anaerobic method. Hala Tree Coffee is a family-owned coffee farm in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The 100% Kona Coffee produced on this USDA organic-certified property is processed and roasted on site to ensure quality. For more information, visit www.halatreecoffee.com.","The Bottom Line: An experimentally processed, cleanly sweet-tart Kona Typica with distinct raspberry and cocoa notes."
Panama Abu Natural ASD Geisha BOP GN11,Kakalove Cafe,"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,58/76,NT $1200/4 ounces,November 2020,96,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,10,Aftertaste:,9,"Blind Assessment: Provocative in structure, richly sweet-savory, tangy. Pineapple kefir, vanilla, cocoa nib, aromatic orchid, fresh-cut fir in aroma and cup. Sweet-savory structure with high-toned acidity; lightly syrupy, very viscous mouthfeel. The finish consolidates to notes of vanilla, cocoa and tangy pineapple.",Notes: Produced by Abu Coffee entirely of the Geisha variety of Arabica and processed by the anaerobic slow dry (ASD) natural method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"The Bottom Line: An unusual aroma and flavor profile, and a very successful one — dessert-like and savory-tart-leaning (think fresh-made yogurt) with nuanced complexity, concentration and balance."
Ethiopia Kochere Boji,Lexington Coffee Roasters,"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/77,$19.95/12 ounces,November 2020,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Sweetly tart, fruit- and floral-toned. Apricot, jasmine, cocoa nib, nougat, hazelnut butter in aroma and cup. Sweet-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish carries over all the lovely aromatics from the cup.","Notes: Yirgacheffe coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. A wet-processed or “washed” version (fruit skin and pulp are removed before drying). Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, distinctive and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.","The Bottom Line: A bright, balanced, deep-toned Ethiopia cup carried by lyrical stone fruit and rich floral notes."
Panama Finca Minerva-Mirage Pacamara BOP PAC04,Kakalove Cafe,"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,46/76,NT $600/4 ounces,November 2020,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Uniquely sweet-tart, lactic-leaning. Pink grapefruit zest, goat cheese, lilac, honey, oak in aroma and cup. Balanced, intricately layered structure with complex, richly tart acidity; hefty, syrupy-smooth mouthfeel. Rich, long, citrusy finish with honey undertones.","Notes: Produced at Finca Minerva entirely of the Pacamara variety of Arabica and processed by the carbonic maceration method, which typically involves fermenting whole fruit inside a sealed container that has been flushed with CO2 to emphasize lactic rather than alcohol notes. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","The Bottom Line: A splendid Panama Pacamara, its complexity and unique sweet-tart-savory structure accentuated and further complicated by a tangy lactic lift from the unusual carbonic maceration processing. "
Tanzania Shimiligwanda,Lexington Coffee Roasters,"Lexington, Virginia","Songwe Region, southwestern Tanzania",Light,62/80,$17.95/12 ounces,November 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly aromatic, sweetly earthy, complex. Baking spices, mulberry, caramel, moist earth, rhododendron in aroma and cup. Sweet-savory structure with bright, juicy acidity; viscous, creamy mouthfeel. The resonant finish is characterized by vanilla-toned mulberry with hints of fresh earth.","Notes: This exceptional coffee was selected as the No. 23 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Produced at Shimiligwanda Estate from the Bourbon and Kents varieties of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, distinctive and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.","The Bottom Line: A complex, deep-toned Tanzania cup evoking baking spice and the aroma of moist, freshly-turned earth, supported by a particularly attractive, syrupy mouthfeel."
Kona SL34,Kona Farm Direct,"Holualoa, Hawaii","Kona growing region, Big Island of Hawai’i",Medium,46/60,$32.00/7 ounces,November 2020,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicately sweet-savory, floral-toned. Lilac, plum, almond brittle, lemon verbena, gently scorched elm in aroma and cup. RIchly bittersweet structure with gentle acidity; syrupy-smooth mouthfeel. The finish centers around notes of lemon verbena and lightly scorched elm.","Notes: SL34 is a tree variety famously associated with the fine coffees of Kenya; this version was grown in Kona. After the coffee fruit is pulped, it is processed with a yeast-ferment step (with no additional water being added to the tank) prior to being washed. Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for more information.","The Bottom Line: A floral-driven Kona SL34 cup, deftly roasted to medium-dark to bring out a sweet depth suggesting almond brittle."
