coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
Mandheling Onan Ganjang,Kakalove Cafe,"Chia-Yi, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,55/77,NT $550/16 ounces,May 2018,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deeply sweet, richly earth-toned. Dark chocolate, candy cap mushroom, gardenia, black cherry, grapefruit zest in aroma and cup. Balanced, sweet-savory-tart structure with vibrant acidity; full, syrupy mouthfeel. The crisp, flavor-saturated finish centers around sweet fruit and floral notes and an intriguing savory inclination.","Notes:  Produced in the Lintong region south of Lake Toba, one of the oldest and arguably the most admired of Sumatra growing regions. Coffees like this one from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",The Bottom Line: A sweet yet umami-leaning Sumatra cup (think candy cap mushroom) with rich fruit and floral tones throughout.
Burundi Nemba,Amavida Coffee Roasters,"Santa Rosa Beach, Florida","Kayanza, Kabuye, Burundi",Medium-Light,58/80,$16.95/12 ounces,May 2018,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicately rich, vibrantly sweet-savory. Wisteria, chocolate fudge, mango, candied lime zest, allspice in aroma and cup. Sweetly tart in structure; full, velvety mouthfeel. The long finish consolidates to notes of wisteria and allspice.","Notes:  Burundi is a small, landlocked country in the Great Lakes region of Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of local strains of the heirloom Bourbon variety of Arabica, Burundi coffee has an excellent reputation, though it is better known in Europe than in the United States. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. The company name Amavida combines the Spanish words for love and life, reflecting Amavida’s multifaceted commitment to fairness and fine coffee. Visit www.amavida.com or call 850-213-1965 for more information.","The Bottom Line: A floral- and spice-toned Burundi cup, simultaneously richly sweet and invitingly savory."
Static Peru Cajamarca,Espresso Republic,"Chino, California",Peru,Medium-Light,60/75,$12.00/12 ounces,April 2018,89,Aroma:,8,Acidity/Structure:,8,Body:,8,Flavor:,8,Aftertaste:,7,"Blind Assessment: Quietly and delicately crisp. Candied walnut, peach, honeysuckle, cedar, ripe banana in aroma and cup. Gently and sweetly brisk in structure; light, very silky in mouthfeel. Walnut, peach and cedar in particular carry into a sweet though drying finish.
","Notes: From Cenfrocafe Cooperative in northern Peru. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.","The Bottom Line: A delicately brisk, sweetly nut-toned variation on the classically gentle Peru profile."
Ethiopia Banko Gotiti Natural,Coffee Please,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,60/84,NT $700/16 ounces,April 2018,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: High-toned, deeply sweet. Honeysuckle, blackberry, cardamom, tangerine zest, sandalwood in aroma and cup. Sweet-tart structure with vibrant acidity; buoyant, satiny mouthfeel. The flavor-saturated finish leads with rich floral notes and crisply sweet suggestions of mixed berries","Notes: Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Coffee Please is an artisanal roastery and cafe in Taipei’s Beitou District, famous for the nearby Yangming Mountain hot springs. Visit www.facebook.com/CoffeepleaseTW for more information.","The Bottom Line: A brightly sweet, crisply tart natural-processed Ethiopia cup: fruit- and floral-toned with a hint of intriguing cardamom-like spice."
Espresso Blend,Amor,"Bangkok, Thailand",Not disclosed,Medium-Dark,43/54,THB $320/250 grams,April 2018,90,Aroma:,9,Body:,8							,Flavor:,8,Aftertaste:,7,With Milk:,8,"Blind Assessment: Evaluated as espresso. Simple but round, resonantly pungent, balanced. Dark chocolate, cedar, plum, blood orange zest, a hint of anise in aroma and small cup. Smooth, velvety mouthfeel. Flavor consolidates around chocolate and cedar in a sweet though drying finish. Crisp and chocolaty in three parts milk, nuanced by hints of orange zest and anise.","Notes: Amor is a food and beverage company based in Bangkok, Thailand. Visit http://amorbangkok.com/Product.html for more information. Email [email protected] to order coffee.","The Bottom Line: A darker-roasted espresso in the robust traditional style, pungent with aromatic wood notes rounded and sweetened by dark chocolate suggestions."
Flight Seasonal Espresso,Red Rooster Coffee Roaster,"Floyd, Virginia",Ethopia; Rwanda; Peru,Medium-Light,58/80,$16.49/12 ounces,April 2018,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Bright, richly sweet-tart. Raspberry jam, hazelnut butter, baker’s chocolate, lilac, a hint of bourbon barrel in aroma and small cup. Lightly creamy mouthfeel; cocoa-toned finish with notes of raspberry jam and hazelnut. Florals return in three parts milk, with big wisteria-like notes in the short and more sweet-tart raspberry jam in the long.","Notes: An espresso blend comprised of coffees from Ethiopia, Rwanda and Peru. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","The Bottom Line: A brightly lively, complex yet coherent blend of both washed and natural-processed coffees: juicy, sweetly tart, chocolaty and floral-toned, with a hint of appealing sweet ferment."
Yemen Microlot,Dragonfly Coffee Roasters,"Boulder, Colorado",Yemen,Light,58/84,$75.00/8 ounces,April 2018,96,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,10,Aftertaste:,9,"Blind Assessment: Delicate, high-toned, richly sweet. Caramelized apple, honeysuckle, baker’s chocolate, tangerine zest, frankincense in aroma and cup. Balanced structure with bright, juicy acidity; buoyant, syrupy mouthfeel. The deeply sweet, flavor-laden finish leads with notes of cacao nib and honeysuckle in the short and rich frankincense with hints of bittersweet citrus zest in the long.","Notes: This exceptional coffee was selected as the No. 7 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Although Ethiopia is the botanical home of Coffea Arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemen coffee is still grown from ancient heirloom cultivars of arabica on stone-walled terraces ringing fortress-like mountaintop villages. All Yemen coffees are natural-processed, or dried in the whole fruit. This is a particularly refined, elegant example of the this ancient style. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","The Bottom Line: A stunningly balanced, bright, flavor-saturated Yemen cup characterized by rich fruit and cocoa-toned floral notes throughout."
Lycello by Ninety Plus,Dragonfly Coffee Roasters,"Boulder, Colorado","Chiriqui Province, far western Panama",Medium-Light,54/78,$75.00/8 ounces,April 2018,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Sweetly spice-toned, deeply rich. Bergamot, almond, fresh parsley, gardenia, oak in aroma and cup. Crisply sweet, softly tart in structure; plush, full mouthfeel. The rich, resonant finish carries over all the notes from the cup, a nut-toned bergamot in particular.","Notes: Produced from trees of the rare Ethiopia-derived botanical variety, Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. It was produced by boutique exporter/importer Ninety Plus Coffee. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","The Bottom Line: Complete: suave, flavor-saturated, big-bodied, sweetly and gracefully bright."
Lotus by Ninety Plus,Dragonfly Coffee Roasters,"Boulder, Colorado","Chiriqui Province, far western Panama",Medium-Light,52/72,$145.00/8 ounces,April 2018,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Wildly, disconcertingly original. Sweetly tart, simultaneously fruit- and earth-toned, bright yet lush. Fresh clover, earth, fresh-pressed red grape juice, dark chocolate, white peppercorn in aroma and cup. Juicy sweet yet zesty and savory in structure. Full, syrupy mouthfeel. The finish is resonant and intensely flavor-saturated. ","Notes: Produced from trees of the rare Ethiopia-derived botanical variety Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a particularly refined dried-in-the-fruit or natural presentation of the Gesha variety developed by boutique exporter/importer Ninety Plus Coffee. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","The Bottom Line: For well-heeled coffee adventurers, a coffee so original it is difficult to categorize. It provokes a tremendous range of sensory association that situates it on the frontier of coffee expression, hovering somewhere between disturbing and extraordinary."
Guji Allona Ethiopia Natural,Peri Coffee,"Altadena, California","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,54/78,$19.50/12 ounces,April 2018,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet, fruit-toned. Blackberry, baker’s chocolate, freesia, hazelnut, cedar in aroma and cup. Sweet-tart structure with bright acidity; velvety-textured, crisp mouthfeel. The cocoa-toned finish has a berry throughline, enveloped by spicy floral notes.","Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Founded in 2014 by Ingin Kim, an investor in the boutique coffee producer Ninety Plus, Peri Coffee is a nano-roaster based in Altadena, California. Visit www.pericoffee.com for more information.","The Bottom Line: A classic natural-processed Ethiopia cup with clean berry notes, chocolate suggestions, and hints of sweetly spicy florals."
Monteverde Costa Rica,Montana Coffee Traders,"Whitefish, Montana","Monteverde, Costa Rica",Medium-Light,47/77,$12.60/12 ounces,April 2018,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deeply rich, sweetly roast-toned. Dark chocolate, raisin, molasses, cedar, a hint of cinnamon in aroma and cup. Sweet in structure with gentle, rounded acidity. The finish is chocolate through and through, with raisin in the short and aromatic wood notes resurfacing in the long.","Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Produced from trees of the Caturra, Catuai and CR 95 varieties of Arabica in partnership with Cafe Monteverde in order to benefit conservation, education, and social programs in and around the Monteverde Cloud Forest of Costa Rica. Since 1981 Montana Coffee Traders has been roasting fine coffees in an old farmhouse at 3,000 feet above sea level. Visit www.coffeetraders.com or call 406-862-7633 for more information.","The Bottom Line: A rich, chocolate- and raisin-toned Costa Rica cup, ideal for those who prefer a medium-dark roast."
Kenya Nyeri Gatugi Peaberry,Moore Coffee,"Ventura, California","Nyeri growing region, south-central Kenya",Medium,45/75,$17.95/12 ounces,April 2018,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment:  Richly sweet-savory, roast-cradled. Toasted coconut, black currant, tamari-roasted almond, myrrh, lavender in aroma and cup. Sweetly savory in structure with balanced, juicy acidity; buoyant, syrupy mouthfeel. The richly drying finish consolidates to notes of lavender and tamari-roasted almond.
","Notes: This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. This coffee tied for the second-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Moore Coffee is a roast-to-order artisan coffee roasting company with a well-developed Internet business and wholesale accounts. Visit www.moorecoffee.com or call 800-994-8060 for more information.",The Bottom Line: A deftly darker-roasted coffee with notes of toasted coconut and savory almond alongside spicy florals: a pleasingly old-school presentation of the classic Kenya cup.
Karen J Red Bourbon,Hula Daddy Kona Coffee,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/80,$45.95/8 ounces,April 2018,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Rich-toned, subtly complex. Pineapple, sandalwood, jasmine, honey, cocoa in aroma and cup. Deeply sweet in structure with juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with cocoa-toned pineapple in the short, rounding to jasmine in the long.
","Notes: Produced entirely from trees of the Red Bourbon variety of Arabica and grown on Hula Daddy’s higher farm at 2,500 feet. This presentation is named for co-owner Karen Paterson, whose middle name is Jue and whose favorite coffee is the Red Bourbon. This coffee tied for the second-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced at the higher elevation Hula Daddy farm. Visit www.huladaddy.com or call 888-553-2339 for more information.","The Bottom Line: A complexly nuanced Kona-grown Red Bourbon, rife with sweet fruit and floral notes supported by undertones of rich sandalwood."
Ethiopia Yirgacheffe Koke,Argyle Coffee Roasters,"Fort Lauderdale, Florida","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/82,$18.00/12 ounces,April 2018,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Multi-layered, intricate. Raspberry, chocolate fudge, lavender, vanilla, rum cordial in aroma and cup. Sweetly tart in structure with fruit-toned acidity; lightly syrupy mouthfeel. The finish is crisp and richly drying, with notes of chocolate and lavender in the short and fruit-infused rum in the long.","Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Argyle Coffee Roasters aims to provide people the opportunity to drink better coffee through education, outreach, and creating connections. Visit www.argylecoffeeroasters.com for more information.","The Bottom Line: An elegant natural-processed Yirgacheffe cup, complex with rich fruit and chocolate throughout."
